其他特色：用一会就发烫，,2
客服活动规则及态度急需加强,2
手机很好，包装一言难尽,2
安卓安桌安卓安卓安卓,2
一般般，还没试过卫星电话,2
目前感觉还行 挺重的哈哈哈,2
听筒上面空隙大是通病吗,2
成功上岛，拿到手查了是全新机,2
发热严重 其他还行,2
就是网总不太好，别的方面都还不错,2
京东同一平台，价格比其他贵,2
一般和13没有什么区别,2
手机是可以的！就是买完后立即降价。,2
除了客服推诿扯皮不解决问题之外，产品一切良好。,2
就是喜欢发热发烫，其他的还好,2
希望商家能够多一些活动力度价格再优惠一些。。。,2
包装有个角磕了，京东的包装好好的,2
电话信号是真的差，其他还可以,2
保价一过 就掉一百 无语&hellip;&hellip;,2
手机是正品，就是买了两天就减价了,2
打字输入得双手，自己考虑清楚,2
刚收到产品还没有使用，等过一段时间在评论。,2
屏幕有点泛黄，其他的挺好,2
除了这里有一个细微的小划痕之外其他还行吧,2
马马虎虎，灵动岛不知道咋用，耍着玩儿还行。,2
又不是京东造手机，有啥给你评价的,2
总体来说   还是一般般吧！,2
手机手感挺好 就是手机卡老没有信号,2
手机的品控是真不行啊，售后客服很好及时解决问题，就是辛苦快递小哥了???,2
还行吧就那样，没那么惊艳,2
啊还好吧，买完才知道，都降价了??????,2
还行吧，啥赠品都没有,2
还可以，银色好看的，,2
拍照的色彩度，还没有我之前的13Max清晰,2
手机都挺好的，就是屏幕是LG的，失算,2
耗电很快，没说的那么好,2
不爽，买了一星期不久，这手机大跳水，便宜了800多元&hellip;&hellip;晕你,2
新手机刚开用就感觉卡，今天刚激活就现实再保到24年2月，,2
买苹果14是错误选择 长期手机没信号,2
送货速度很快，这个14真是不值得买，手机信号还差,2
20号用利息买的，结果23号到货一看就免息了，哈哈,2
还行吧掉电还是比较快信号是真的不好,2
整体还行外形外观：卡曹有点瑕疵，别的没啥问题,2
视频画面特别糊???,2
物流也很快物流也很快物流也很快物流也很快，价格比PDD贵很多,2
一般，刷新率上到一百以上就卡，其他还不错,2
还是安卓手机更方便，但HUAWEI还没有5g?,2
别更新系统别更新系统别更新系统重要的事说三遍,2
什么嘛打个王者荣耀一顿一顿的还没我苹果13好用,2
打王者卡帧数不稳定（60贞都不稳），原神还可以。,2
带电时间挺长比上一代好。手感不错，就是刚买完就掉价了。,2
看视频网页容易发热，用到15出来在换,2
到货就迫不及待打开了，质量特别好，颜值也相当高,2
第一天掉电特别快，先插眼用一段时间再评,2
有时候会断触，但问题不大。  其他性能完美，值得入手,2
很好，买完第二天就降了四百，可以的,2
手机还是很不错喜欢，但才买几天就又活动降价这整得心里很不舒服，,2
刚到一天就有4000-800的券?,2
手机偶尔会屏，其他时候也确实很流畅，但是啊这个物流是真的让我服了，足足等了半个多月.手机盒外包装也确实很简陋,2
苹果的这款手机总体感觉还可以，外包装有些许划痕，希望品控没问题，也希望优惠力度能更大一些！,2
手机很好，用起来也非常流畅，就是这个价格波动有点大，而且价保的时间短。,2
手机不错，就是我买了不到一个月，降价了800了。。。。??,2
先给三星，目前外观没有什么问题，屏幕再看有没有偏色。,2
对为我也有一个月没过了呢刚刚买完用了一天，别的苹果授权店就有优惠，优惠活动还挺多的，比这个便宜了150,2
外形外观：有点瑕疵屏幕音效：还行其他特色：不知道,2
发货速度很快，价格不便宜，关键不好抢，体验不知道,2
还是要支持国货，支持华为啊。要等到华为有了5G一定冲冲冲,2
整体还可以^_^，，,2
最简单手机壳和贴膜配置都没有。要浪费很多精力去搞这些事情。还有两个手机的内容要导入这个手机里头来。,2
520送给老婆的礼物。也是第一次购买使用苹果手机。虽然苹果正面有点瑕疵。但是领导可以接受，而且京东也做了一点补偿，一如既往的支持京东。,2
还行吧、偶尔充电、点亮屏幕时、屏幕上有横条闪烁！！！,2
手机用着不错，但是随手机带的数据线不好使，我留电话了，但是现在还没处理。,2
苹果也开始耍猴了，偶尔放出一批手机来让人抢购，保持热度。当然这都是愿者上钩。买到了，能用，希望不用申请售后。,2
信号是真的差啊&hellip;&hellip;！！！,2
外观漂亮，拍照特好，续航能力也不错。可是不满意的是刚买完一个多星期连续降价两次，败光了好感,2
发货非常的快，山东过来两天就到了，灵动岛也很棒，就是信号不是特别好,2
手感可以，外观也不错，就是坐在一个地方不动，信号从一格到四格来回的蹦，打开个视频转半天，一个的时间亏一千多卖了。,2
手机还不错，就是不带快充头，我选的AC加套装，套装也不说清楚不带快充头,2
手机还是很好的，就是买了才几天，百亿补贴，一下子多花了600，瞬间不香了,2
之前买了一台屏幕白屏了，换了一台屏幕白底色颗粒感很强，用爱斯助手读出数据LG屏幕看着很不舒服,2
记得买的时候选择快充套，加9块钱。由于买的时候选择了公开版，激活后就不能再加9元买充电头了，这点非常不好。手机挺不错,2
快递一如既往的给力。客服服务热情都到。物流很给力。到货很迅速。手机使用几天续航不错，就是有点重，镜头突出太多了,2
没法登陆两个微信跟QQ真的让我很伤。毕竟一个工作用一个生活用。以至于我现在必须用两个手机。,2
外形外观：有掉漆屏幕音效：还可以哦拍照效果：还可以哦运行速度：还可以哦,2
手机续航不错，拍照功能好，120hz自适应刷新率也比较流畅顺滑，手机比较容易发热,2
手机收到了，各方面都得满意，就是信号比华为的差很多，在农村基本就是砖头！,2
客观评论没有大的更新，最大变化电池待机使用长了，拍照好了点，其他与12代13代基本一样。,2
之前么抢货一直抢不到，别人用软件抢随便抢，我花了?叫了代抢，一抢就抢到了，过了两个星期不到么全是货，东西是挺好的，商家很会玩,2
特别特别满意，超级好看，客服很有礼貌，很客气，良心商家，支持！款式很大方，质量非常好，价钱也很合理,2
和12 pro max 13 pro max 用起来没什么区别，电量就真的有改善,2
背面挺好看，正面那个灵动岛一言难尽满分5颗星  灵动岛扣两颗,2
除了信号差！其他都很不错！续航可以接受新机器基本都一样！希望用久点电池不会费的太快,2
14pomax 信号真的差，换了卡也是一样，分别在**，iphone 官方买了两部，官方好一些。不知道其它小伙伴会不会。,2
除了灵动岛这快有点挡视野之外，其他的还行，从安卓一下转苹果，那流畅度，感觉一下子就出来了。,2
